id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,order,ability1,ability2,ability3,type1,type2,moves
762,steenee,102.0,7,82,62,52,40,48,40,48,steenee,steenee,True,921,leaf-guard,oblivious,sweet-veil,grass,,"['double-slap', 'stomp', 'take-down', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'reflect', 'swift', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'helping-hand', 'knock-off', 'endeavor', 'teeter-dance', 'aromatherapy', 'bullet-seed', 'bounce', 'covet', 'magical-leaf', 'payback', 'fling', 'worry-seed', 'seed-bomb', 'energy-ball', 'zen-headbutt', 'leaf-storm', 'captivate', 'grass-knot', 'low-sweep', 'round', 'draining-kiss', 'grassy-terrain', 'play-rough', 'play-nice', 'confide', 'aromatic-mist', 'dazzling-gleam', 'grassy-glide', 'triple-axel', 'tera-blast', 'trailblaze']"
763,tsareena,255.0,12,214,72,72,120,98,50,98,tsareena,tsareena,True,922,leaf-guard,queenly-majesty,sweet-veil,grass,,"['double-slap', 'stomp', 'mega-kick', 'take-down', 'hyper-beam', 'low-kick', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'light-screen', 'reflect', 'swift', 'high-jump-kick', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'rapid-spin', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'facade', 'nature-power', 'taunt', 'helping-hand', 'knock-off', 'endeavor', 'teeter-dance', 'aromatherapy', 'bullet-seed', 'bounce', 'covet', 'magical-leaf', 'u-turn', 'payback', 'fling', 'punishment', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'zen-headbutt', 'leaf-storm', 'power-whip', 'captivate', 'grass-knot', 'low-sweep', 'round', 'acrobatics', 'draining-kiss', 'grassy-terrain', 'play-rough', 'play-nice', 'confide', 'aromatic-mist', 'dazzling-gleam', 'solar-blade', 'laser-focus', 'trop-kick', 'grassy-glide', 'triple-axel', 'tera-blast', 'trailblaze']"
764,comfey,170.0,1,3,100,51,52,90,82,110,comfey,comfey,True,923,flower-veil,triage,natural-cure,fairy,,"['bind', 'vine-whip', 'wrap', 'hyper-beam', 'leech-seed', 'growth', 'solar-beam', 'petal-dance', 'toxic', 'double-team', 'light-screen', 'amnesia', 'rest', 'substitute', 'thief', 'snore', 'protect', 'sweet-kiss', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'psych-up', 'facade', 'nature-power', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'aromatherapy', 'bullet-seed', 'covet', 'magical-leaf', 'calm-mind', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'lucky-chant', 'worry-seed', 'seed-bomb', 'energy-ball', 'defog', 'trick-room', 'grass-knot', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'acrobatics', 'leaf-tornado', 'petal-blizzard', 'draining-kiss', 'flower-shield', 'grassy-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'floral-healing', 'pollen-puff', 'grassy-glide']"
765,oranguru,172.0,15,760,60,90,60,80,90,110,oranguru,oranguru,True,924,inner-focus,telepathy,symbiosis,normal,psychic,"['mega-punch', 'mega-kick', 'body-slam', 'take-down', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder', 'earthquake', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'snore', 'spite', 'protect', 'scary-face', 'feint-attack', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'facade', 'nature-power', 'taunt', 'trick', 'magic-coat', 'brick-break', 'yawn', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'hyper-voice', 'extrasensory', 'block', 'covet', 'calm-mind', 'gravity', 'payback', 'embargo', 'fling', 'last-resort', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'after-you', 'round', 'stored-power', 'ally-switch', 'quash', 'bulldoze', 'work-up', 'confide', 'psychic-terrain', 'instruct', 'brutal-swing', 'expanding-force', 'terrain-pulse', 'tera-blast', 'trailblaze', 'chilling-water']"
766,passimian,172.0,20,828,80,100,120,90,40,60,passimian,passimian,True,925,receiver,defiant,,fighting,,"['mega-punch', 'mega-kick', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'earthquake', 'toxic', 'quick-attack', 'double-team', 'focus-energy', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'scary-face', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'vital-throw', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'beat-up', 'uproar', 'facade', 'focus-punch', 'taunt', 'superpower', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'snatch', 'rock-tomb', 'aerial-ace', 'block', 'bulk-up', 'shock-wave', 'gyro-ball', 'feint', 'u-turn', 'close-combat', 'payback', 'assurance', 'fling', 'seed-bomb', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'gunk-shot', 'iron-head', 'grass-knot', 'smack-down', 'low-sweep', 'round', 'quick-guard', 'acrobatics', 'retaliate', 'bestow', 'bulldoze', 'work-up', 'electroweb', 'confide', 'laser-focus', 'brutal-swing', 'coaching', 'tera-blast', 'trailblaze', 'chilling-water']"
767,wimpod,46.0,5,120,80,25,35,40,20,30,wimpod,wimpod,True,926,wimp-out,,,bug,water,"['sand-attack', 'surf', 'toxic', 'screech', 'double-team', 'harden', 'defense-curl', 'waterfall', 'swift', 'leech-life', 'rest', 'substitute', 'snore', 'protect', 'spikes', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'hail', 'facade', 'taunt', 'mud-shot', 'assurance', 'bug-buzz', 'aqua-jet', 'wide-guard', 'round', 'scald', 'struggle-bug', 'confide', 'skitter-smack']"
768,golisopod,186.0,20,1080,40,75,125,140,60,90,golisopod,golisopod,True,927,emergency-exit,,,bug,water,"['swords-dance', 'sand-attack', 'pin-missile', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'toxic', 'screech', 'double-team', 'defense-curl', 'waterfall', 'swift', 'leech-life', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'spite', 'protect', 'sludge-bomb', 'spikes', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'rock-smash', 'hail', 'facade', 'taunt', 'brick-break', 'knock-off', 'endeavor', 'dive', 'rock-tomb', 'muddy-water', 'aerial-ace', 'iron-defense', 'bulk-up', 'mud-shot', 'water-pulse', 'close-combat', 'payback', 'assurance', 'fling', 'sucker-punch', 'poison-jab', 'dark-pulse', 'x-scissor', 'bug-buzz', 'focus-blast', 'giga-impact', 'shadow-claw', 'iron-head', 'bug-bite', 'venoshock', 'sludge-wave', 'round', 'scald', 'struggle-bug', 'frost-breath', 'drill-run', 'dual-chop', 'razor-shell', 'snarl', 'confide', 'first-impression', 'laser-focus', 'throat-chop', 'liquidation', 'skitter-smack']"
769,sandygast,64.0,5,700,15,55,55,80,70,45,sandygast,sandygast,True,928,water-compaction,sand-veil,,ghost,ground,"['sand-attack', 'absorb', 'mega-drain', 'earthquake', 'toxic', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'harden', 'confuse-ray', 'amnesia', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'destiny-bond', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'ancient-power', 'shadow-ball', 'stockpile', 'spit-up', 'swallow', 'facade', 'trick', 'role-play', 'recycle', 'skill-swap', 'imprison', 'astonish', 'rock-tomb', 'sand-tomb', 'iron-defense', 'block', 'mud-shot', 'gravity', 'brine', 'fling', 'rock-polish', 'energy-ball', 'earth-power', 'flash-cannon', 'stone-edge', 'stealth-rock', 'after-you', 'round', 'hex', 'bulldoze', 'confide', 'infestation', 'shore-up', 'poltergeist', 'scorching-sands', 'tera-blast', 'chilling-water']"
770,palossand,168.0,13,2500,35,85,75,110,100,75,palossand,palossand,True,929,water-compaction,sand-veil,,ghost,ground,"['sand-attack', 'body-slam', 'hyper-beam', 'absorb', 'mega-drain', 'earthquake', 'toxic', 'psychic', 'hypnosis', 'night-shade', 'double-team', 'harden', 'confuse-ray', 'amnesia', 'rest', 'rock-slide', 'substitute', 'snore', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'facade', 'trick', 'role-play', 'recycle', 'skill-swap', 'imprison', 'astonish', 'rock-tomb', 'sand-tomb', 'iron-defense', 'block', 'mud-shot', 'gravity', 'brine', 'embargo', 'fling', 'rock-polish', 'energy-ball', 'earth-power', 'giga-impact', 'flash-cannon', 'stone-edge', 'stealth-rock', 'after-you', 'round', 'hex', 'quash', 'bulldoze', 'confide', 'infestation', 'shore-up', 'terrain-pulse', 'poltergeist', 'scorching-sands', 'tera-blast', 'chilling-water']"
771,pyukumuku,144.0,3,12,5,55,60,130,30,130,pyukumuku,pyukumuku,True,930,innards-out,unaware,,water,,"['counter', 'toxic', 'screech', 'double-team', 'recover', 'harden', 'light-screen', 'reflect', 'bide', 'rest', 'substitute', 'curse', 'spite', 'protect', 'endure', 'swagger', 'attract', 'sleep-talk', 'safeguard', 'pain-split', 'baton-pass', 'rain-dance', 'mirror-coat', 'psych-up', 'hail', 'memento', 'taunt', 'helping-hand', 'recycle', 'mud-sport', 'tickle', 'block', 'water-sport', 'gastro-acid', 'soak', 'quash', 'bestow', 'confide', 'venom-drench', 'purify']"
772,type-null,107.0,19,1205,59,95,95,95,95,95,type-null,type-null,True,931,battle-armor,,,normal,,"['razor-wind', 'swords-dance', 'tackle', 'take-down', 'double-edge', 'roar', 'hyper-beam', 'thunder-wave', 'toxic', 'rage', 'double-team', 'swift', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'snore', 'protect', 'scary-face', 'icy-wind', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'hail', 'facade', 'magic-coat', 'imprison', 'crush-claw', 'metal-sound', 'signal-beam', 'aerial-ace', 'iron-defense', 'dragon-claw', 'u-turn', 'payback', 'heal-block', 'punishment', 'last-resort', 'air-slash', 'x-scissor', 'giga-impact', 'shadow-claw', 'iron-head', 'double-hit', 'flame-charge', 'round', 'work-up', 'confide', 'terrain-pulse']"
773,silvally,285.0,23,1005,95,95,95,95,95,95,silvally-normal,silvally,True,932,rks-system,,,normal,,"['razor-wind', 'swords-dance', 'tackle', 'take-down', 'double-edge', 'bite', 'roar', 'flamethrower', 'surf', 'ice-beam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'toxic', 'rage', 'double-team', 'self-destruct', 'swift', 'explosion', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'snore', 'reversal', 'protect', 'scary-face', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'heat-wave', 'hail', 'facade', 'magic-coat', 'imprison', 'hyper-voice', 'poison-fang', 'crush-claw', 'metal-sound', 'signal-beam', 'aerial-ace', 'iron-defense', 'dragon-claw', 'tailwind', 'u-turn', 'payback', 'heal-block', 'punishment', 'last-resort', 'air-slash', 'x-scissor', 'giga-impact', 'shadow-claw', 'thunder-fang', 'ice-fang', 'fire-fang', 'zen-headbutt', 'flash-cannon', 'defog', 'draco-meteor', 'iron-head', 'double-hit', 'flame-charge', 'round', 'water-pledge', 'fire-pledge', 'grass-pledge', 'work-up', 'snarl', 'parting-shot', 'confide', 'laser-focus', 'psychic-fangs', 'multi-attack', 'steel-beam', 'terrain-pulse']"
774,minior-red-meteor,154.0,3,400,60,60,60,100,60,100,minior-red-meteor,minior,True,933,shields-down,,,rock,flying,"['tackle', 'take-down', 'double-edge', 'hyper-beam', 'solar-beam', 'earthquake', 'toxic', 'psychic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'swift', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'sandstorm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'psych-up', 'ancient-power', 'facade', 'endeavor', 'rock-tomb', 'cosmic-power', 'calm-mind', 'gravity', 'gyro-ball', 'u-turn', 'last-resort', 'magnet-rise', 'rock-polish', 'power-gem', 'giga-impact', 'zen-headbutt', 'iron-head', 'stone-edge', 'stealth-rock', 'charge-beam', 'autotomize', 'telekinesis', 'round', 'shell-smash', 'acrobatics', 'bulldoze', 'confide', 'dazzling-gleam']"
775,komala,168.0,4,199,65,65,115,65,75,95,komala,komala,True,947,comatose,,,normal,,"['swords-dance', 'slam', 'body-slam', 'take-down', 'thrash', 'sing', 'hyper-beam', 'low-kick', 'earthquake', 'toxic', 'double-team', 'defense-curl', 'rock-slide', 'substitute', 'thief', 'snore', 'flail', 'reversal', 'protect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'stockpile', 'spit-up', 'swallow', 'facade', 'wish', 'superpower', 'brick-break', 'yawn', 'knock-off', 'endeavor', 'rock-tomb', 'bulk-up', 'calm-mind', 'u-turn', 'payback', 'fling', 'last-resort', 'sucker-punch', 'seed-bomb', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'gunk-shot', 'iron-head', 'wood-hammer', 'low-sweep', 'round', 'quash', 'acrobatics', 'bulldoze', 'work-up', 'play-rough', 'confide', 'stomping-tantrum', 'tera-blast', 'ice-spinner', 'trailblaze']"
776,turtonator,170.0,20,2120,36,60,78,135,91,85,turtonator,turtonator,True,948,shell-armor,,,fire,dragon,"['mega-punch', 'mega-kick', 'tackle', 'body-slam', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin', 'earthquake', 'toxic', 'double-team', 'smog', 'fire-blast', 'explosion', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'iron-tail', 'hidden-power', 'sunny-day', 'uproar', 'heat-wave', 'will-o-wisp', 'facade', 'taunt', 'revenge', 'endeavor', 'hyper-voice', 'overheat', 'rock-tomb', 'iron-defense', 'block', 'dragon-claw', 'bulk-up', 'shock-wave', 'payback', 'fling', 'dragon-pulse', 'focus-blast', 'giga-impact', 'flash-cannon', 'draco-meteor', 'iron-head', 'stone-edge', 'charge-beam', 'head-smash', 'wide-guard', 'venoshock', 'smack-down', 'heavy-slam', 'flame-charge', 'round', 'shell-smash', 'incinerate', 'bulldoze', 'dragon-tail', 'work-up', 'heat-crash', 'confide', 'brutal-swing', 'shell-trap', 'stomping-tantrum', 'body-press', 'scale-shot', 'burning-jealousy', 'lash-out', 'scorching-sands']"
777,togedemaru,152.0,3,33,96,65,98,63,40,73,togedemaru,togedemaru,True,949,iron-barbs,lightning-rod,sturdy,electric,steel,"['tackle', 'twineedle', 'pin-missile', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'double-team', 'defense-curl', 'reflect', 'swift', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'flail', 'reversal', 'protect', 'endure', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'present', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'fake-out', 'facade', 'charge', 'helping-hand', 'role-play', 'wish', 'endeavor', 'tickle', 'bounce', 'covet', 'shock-wave', 'gravity', 'gyro-ball', 'u-turn', 'payback', 'assurance', 'fling', 'last-resort', 'magnet-rise', 'poison-jab', 'giga-impact', 'zen-headbutt', 'discharge', 'iron-head', 'grass-knot', 'charge-beam', 'electro-ball', 'after-you', 'round', 'volt-switch', 'work-up', 'electroweb', 'wild-charge', 'fell-stinger', 'disarming-voice', 'confide', 'spiky-shield', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'zing-zap', 'steel-beam', 'steel-roller', 'rising-voltage']"
778,mimikyu-disguised,167.0,2,7,96,55,90,80,50,105,mimikyu-disguised,mimikyu,True,951,disguise,,,ghost,fairy,"['scratch', 'swords-dance', 'take-down', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'light-screen', 'dream-eater', 'leech-life', 'splash', 'rest', 'slash', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'destiny-bond', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'beat-up', 'will-o-wisp', 'facade', 'taunt', 'trick', 'grudge', 'snatch', 'astonish', 'bulk-up', 'covet', 'payback', 'embargo', 'fling', 'copycat', 'last-resort', 'dark-pulse', 'x-scissor', 'drain-punch', 'giga-impact', 'shadow-claw', 'shadow-sneak', 'trick-room', 'charge-beam', 'wood-hammer', 'hone-claws', 'telekinesis', 'magic-room', 'after-you', 'round', 'hex', 'work-up', 'phantom-force', 'draining-kiss', 'misty-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'baby-doll-eyes', 'infestation', 'burning-jealousy', 'tera-blast', 'pounce', 'trailblaze']"
779,bruxish,166.0,9,190,92,68,105,70,70,70,bruxish,bruxish,True,955,dazzling,strong-jaw,wonder-skin,water,psychic,"['swords-dance', 'take-down', 'bite', 'disable', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'toxic', 'confusion', 'psychic', 'agility', 'rage', 'screech', 'double-team', 'light-screen', 'reflect', 'waterfall', 'dream-eater', 'psywave', 'rest', 'super-fang', 'substitute', 'snore', 'protect', 'scary-face', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'uproar', 'torment', 'facade', 'taunt', 'magic-coat', 'snatch', 'poison-fang', 'astonish', 'signal-beam', 'aerial-ace', 'bulk-up', 'calm-mind', 'water-pulse', 'payback', 'embargo', 'fling', 'aqua-tail', 'giga-impact', 'ice-fang', 'trick-room', 'aqua-jet', 'wonder-room', 'psyshock', 'venoshock', 'telekinesis', 'magic-room', 'synchronoise', 'after-you', 'round', 'ally-switch', 'scald', 'frost-breath', 'confide', 'psychic-terrain', 'psychic-fangs', 'liquidation', 'wave-crash', 'tera-blast', 'chilling-water']"
780,drampa,170.0,30,1850,36,78,60,85,135,91,drampa,drampa,True,956,berserk,sap-sipper,cloud-nine,normal,dragon,"['razor-wind', 'fly', 'roar', 'flamethrower', 'mist', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'solar-beam', 'dragon-rage', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'double-team', 'light-screen', 'fire-blast', 'swift', 'amnesia', 'glare', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'icy-wind', 'outrage', 'endure', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'heat-wave', 'facade', 'nature-power', 'helping-hand', 'superpower', 'endeavor', 'hyper-voice', 'tickle', 'signal-beam', 'extrasensory', 'block', 'dragon-claw', 'calm-mind', 'dragon-dance', 'shock-wave', 'water-pulse', 'roost', 'natural-gift', 'tailwind', 'fling', 'dragon-pulse', 'dragon-rush', 'focus-blast', 'energy-ball', 'giga-impact', 'shadow-claw', 'defog', 'draco-meteor', 'grass-knot', 'round', 'echoed-voice', 'bulldoze', 'dragon-tail', 'work-up', 'hurricane', 'snarl', 'play-rough', 'play-nice', 'confide', 'stomping-tantrum', 'breaking-swipe', 'scale-shot', 'lash-out']"
781,dhelmise,181.0,39,2100,40,70,131,100,86,90,dhelmise,dhelmise,True,957,steelworker,,,ghost,grass,"['swords-dance', 'slam', 'wrap', 'hydro-pump', 'surf', 'hyper-beam', 'absorb', 'mega-drain', 'growth', 'solar-beam', 'earthquake', 'toxic', 'double-team', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'spite', 'protect', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'whirlpool', 'facade', 'helping-hand', 'role-play', 'brick-break', 'knock-off', 'astonish', 'metal-sound', 'muddy-water', 'aerial-ace', 'iron-defense', 'block', 'gyro-ball', 'brine', 'payback', 'assurance', 'embargo', 'energy-ball', 'switcheroo', 'giga-impact', 'shadow-claw', 'flash-cannon', 'power-whip', 'iron-head', 'grass-knot', 'telekinesis', 'sludge-wave', 'heavy-slam', 'round', 'ally-switch', 'hex', 'bulldoze', 'phantom-force', 'confide', 'solar-blade', 'anchor-shot', 'brutal-swing', 'liquidation', 'body-press', 'steel-roller', 'grassy-glide', 'poltergeist']"
