type,name,order,base_happiness,capture_rate,color,evolves_from_species,forms_switchable,generation,growth_rate,habitat,shape,%_female,% male,has_gender_differences,hatch_counter,egg_group1,egg_group2,is_baby,is_legendary,is_mythical,pal_park_encounters,varieties
tandemaus,tandemaus,945,50.0,150,white,,False,9,fast,,,0.0,0.0,False,10.0,ground,fairy,False,False,False,,['tandemaus']
maushold,maushold,946,50.0,75,white,tandemaus,False,9,fast,,,0.0,0.0,False,10.0,ground,fairy,False,False,False,,"['maushold', 'maushold-family-of-three']"
fidough,fidough,970,50.0,190,yellow,,False,9,medium-slow,,,50.0,50.0,False,20.0,ground,mineral,False,False,False,,['fidough']
dachsbun,dachsbun,971,50.0,90,brown,fidough,False,9,medium-slow,,,50.0,50.0,False,20.0,ground,mineral,False,False,False,,['dachsbun']
smoliv,smoliv,935,50.0,255,green,,False,9,medium-slow,,,50.0,50.0,False,20.0,plant,,False,False,False,,['smoliv']
dolliv,dolliv,936,50.0,120,green,smoliv,False,9,medium-slow,,,50.0,50.0,False,20.0,plant,,False,False,False,,['dolliv']
arboliva,arboliva,937,50.0,45,green,dolliv,False,9,medium-slow,,,50.0,50.0,False,20.0,plant,,False,False,False,,['arboliva']
squawkabilly,squawkabilly,960,50.0,190,green,,False,9,slow-then-very-fast,,,50.0,50.0,False,15.0,flying,,False,False,False,,"['squawkabilly', 'squawkabilly-blue-plumage', 'squawkabilly-yellow-plumage', 'squawkabilly-white-plumage']"
nacli,nacli,963,50.0,255,brown,,False,9,medium-slow,,,50.0,50.0,False,20.0,mineral,,False,False,False,,['nacli']
naclstack,naclstack,964,50.0,120,brown,nacli,False,9,medium-slow,,,50.0,50.0,False,20.0,mineral,,False,False,False,,['naclstack']
garganacl,garganacl,965,50.0,45,brown,naclstack,False,9,medium-slow,,,50.0,50.0,False,20.0,mineral,,False,False,False,,['garganacl']
charcadet,charcadet,1003,50.0,90,red,,False,9,slow,,,50.0,50.0,False,35.0,humanshape,,False,False,False,,['charcadet']
armarouge,armarouge,1004,20.0,25,red,charcadet,False,9,slow,,,50.0,50.0,False,35.0,humanshape,,False,False,False,,['armarouge']
ceruledge,ceruledge,1005,20.0,25,blue,charcadet,False,9,slow,,,50.0,50.0,False,35.0,humanshape,,False,False,False,,['ceruledge']
tadbulb,tadbulb,940,50.0,190,yellow,,False,9,medium,,,50.0,50.0,False,20.0,water1,,False,False,False,,['tadbulb']
bellibolt,bellibolt,941,50.0,50,green,tadbulb,False,9,medium,,,50.0,50.0,False,20.0,water1,,False,False,False,,['bellibolt']
wattrel,wattrel,957,50.0,180,black,,False,9,medium-slow,,,50.0,50.0,False,20.0,water1,flying,False,False,False,,['wattrel']
kilowattrel,kilowattrel,958,50.0,90,yellow,wattrel,False,9,medium-slow,,,50.0,50.0,False,20.0,water1,flying,False,False,False,,['kilowattrel']
maschiff,maschiff,972,50.0,150,brown,,False,9,medium-slow,,,50.0,50.0,False,20.0,ground,,False,False,False,,['maschiff']
mabosstiff,mabosstiff,973,50.0,75,gray,maschiff,False,9,medium-slow,,,50.0,50.0,False,20.0,ground,,False,False,False,,['mabosstiff']
shroodle,shroodle,968,50.0,190,gray,,False,9,medium-slow,,,50.0,50.0,False,20.0,ground,,False,False,False,,['shroodle']
grafaiai,grafaiai,969,50.0,90,gray,shroodle,False,9,medium-slow,,,50.0,50.0,False,20.0,ground,,False,False,False,,['grafaiai']
bramblin,bramblin,974,50.0,190,brown,,False,9,medium,,,50.0,50.0,False,20.0,plant,,False,False,False,,['bramblin']
brambleghast,brambleghast,975,50.0,45,brown,bramblin,False,9,medium,,,50.0,50.0,False,20.0,plant,,False,False,False,,['brambleghast']
toedscool,toedscool,1006,50.0,190,yellow,,False,9,medium-slow,,,50.0,50.0,False,20.0,plant,,False,False,False,,['toedscool']
toedscruel,toedscruel,1007,50.0,90,black,toedscool,False,9,medium-slow,,,50.0,50.0,False,20.0,plant,,False,False,False,,['toedscruel']
klawf,klawf,962,50.0,120,red,,False,9,medium,,,50.0,50.0,False,35.0,water3,,False,False,False,,['klawf']
capsakid,capsakid,938,50.0,190,green,,False,9,medium,,,50.0,50.0,False,20.0,plant,,False,False,False,,['capsakid']
scovillain,scovillain,939,50.0,75,green,capsakid,False,9,medium,,,50.0,50.0,False,20.0,plant,,False,False,False,,['scovillain']
rellor,rellor,922,50.0,190,brown,,False,9,fast,,,50.0,50.0,False,20.0,bug,,False,False,False,,['rellor']
rabsca,rabsca,923,50.0,45,green,rellor,False,9,fast,,,50.0,50.0,False,20.0,bug,,False,False,False,,['rabsca']
flittle,flittle,926,50.0,120,yellow,,False,9,medium-slow,,,50.0,50.0,False,20.0,flying,,False,False,False,,['flittle']
espathra,espathra,927,50.0,60,yellow,flittle,False,9,medium-slow,,,50.0,50.0,False,20.0,flying,,False,False,False,,['espathra']
tinkatink,tinkatink,1000,50.0,190,pink,,False,9,medium-slow,,,100.0,0.0,False,20.0,fairy,,False,False,False,,['tinkatink']
tinkatuff,tinkatuff,1001,50.0,90,pink,tinkatink,False,9,medium-slow,,,100.0,0.0,False,20.0,fairy,,False,False,False,,['tinkatuff']
tinkaton,tinkaton,1002,50.0,45,pink,tinkatuff,False,9,medium-slow,,,100.0,0.0,False,20.0,fairy,,False,False,False,,['tinkaton']
wiglett,wiglett,929,50.0,255,white,,False,9,medium,,,50.0,50.0,False,20.0,water3,,False,False,False,,['wiglett']
wugtrio,wugtrio,930,50.0,50,red,wiglett,False,9,medium,,,50.0,50.0,False,20.0,water3,,False,False,False,,['wugtrio']
bombirdier,bombirdier,959,50.0,25,white,,False,9,slow,,,50.0,50.0,False,35.0,flying,,False,False,False,,['bombirdier']
finizen,finizen,933,50.0,200,blue,,False,9,slow,,,50.0,50.0,False,40.0,ground,water2,False,False,False,,['finizen']
palafin,palafin,934,50.0,45,blue,finizen,False,9,slow,,,50.0,50.0,False,40.0,ground,water2,False,False,False,,"['palafin', 'palafin-hero']"
varoom,varoom,942,50.0,190,gray,,False,9,medium,,,50.0,50.0,False,20.0,mineral,,False,False,False,,['varoom']
revavroom,revavroom,943,50.0,75,gray,varoom,False,9,medium,,,50.0,50.0,False,20.0,mineral,,False,False,False,,['revavroom']
cyclizar,cyclizar,953,50.0,190,green,,False,9,medium-slow,,,50.0,50.0,False,30.0,ground,,False,False,False,,['cyclizar']
orthworm,orthworm,944,50.0,25,pink,,False,9,slow,,,50.0,50.0,False,35.0,ground,,False,False,False,,['orthworm']
glimmet,glimmet,966,50.0,70,blue,,False,9,medium-slow,,,50.0,50.0,False,30.0,mineral,,False,False,False,,['glimmet']
glimmora,glimmora,967,50.0,25,blue,glimmet,False,9,medium-slow,,,50.0,50.0,False,30.0,mineral,,False,False,False,,['glimmora']
greavard,greavard,924,50.0,120,white,,False,9,medium-slow,,,50.0,50.0,False,20.0,ground,,False,False,False,,['greavard']
houndstone,houndstone,925,50.0,60,white,greavard,False,9,medium-slow,,,50.0,50.0,False,20.0,ground,,False,False,False,,['houndstone']
flamigo,flamigo,961,50.0,100,pink,,False,9,medium-slow,,,50.0,50.0,False,20.0,flying,,False,False,False,,['flamigo']
cetoddle,cetoddle,947,50.0,150,white,,False,9,medium-slow,,,50.0,50.0,False,25.0,ground,,False,False,False,,['cetoddle']
cetitan,cetitan,948,50.0,50,white,cetoddle,False,9,medium-slow,,,50.0,50.0,False,25.0,ground,,False,False,False,,['cetitan']
veluza,veluza,932,50.0,100,gray,,False,9,fast,,,50.0,50.0,False,20.0,water2,,False,False,False,,['veluza']
dondozo,dondozo,931,50.0,25,blue,,False,9,slow,,,50.0,50.0,False,40.0,water2,,False,False,False,,['dondozo']
tatsugiri,tatsugiri,952,50.0,100,pink,,False,9,medium-slow,,,50.0,50.0,False,35.0,water2,,False,False,False,,"['tatsugiri', 'tatsugiri-droopy', 'tatsugiri-stretchy']"
annihilape,annihilape,1010,50.0,45,gray,primeape,False,9,medium,,,50.0,50.0,False,20.0,ground,,False,False,False,,['annihilape']
clodsire,clodsire,1009,50.0,90,brown,wooper,False,9,medium,,,50.0,50.0,False,20.0,water1,ground,False,False,False,,['clodsire']
farigiraf,farigiraf,928,50.0,45,brown,girafarig,False,9,medium,,,50.0,50.0,False,20.0,ground,,False,False,False,,['farigiraf']
dudunsparce,dudunsparce,917,50.0,45,yellow,dunsparce,False,9,medium,,,50.0,50.0,False,20.0,ground,,False,False,False,,"['dudunsparce', 'dudunsparce-three-segment']"
kingambit,kingambit,1008,50.0,25,black,bisharp,False,9,medium,,,50.0,50.0,False,20.0,humanshape,,False,False,False,,['kingambit']
great-tusk,great-tusk,978,0.0,30,purple,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['great-tusk']
scream-tail,scream-tail,982,0.0,50,pink,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['scream-tail']
brute-bonnet,brute-bonnet,979,0.0,50,gray,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['brute-bonnet']
flutter-mane,flutter-mane,983,0.0,30,gray,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['flutter-mane']
slither-wing,slither-wing,984,0.0,30,red,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['slither-wing']
sandy-shocks,sandy-shocks,981,0.0,30,gray,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['sandy-shocks']
iron-treads,iron-treads,986,0.0,30,gray,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['iron-treads']
iron-bundle,iron-bundle,992,0.0,50,red,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['iron-bundle']
iron-hands,iron-hands,989,0.0,50,gray,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['iron-hands']
iron-jugulis,iron-jugulis,990,0.0,30,blue,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['iron-jugulis']
iron-moth,iron-moth,988,0.0,30,yellow,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['iron-moth']
iron-thorns,iron-thorns,991,0.0,30,green,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['iron-thorns']
frigibax,frigibax,949,50.0,45,gray,,False,9,slow,,,50.0,50.0,False,40.0,dragon,mineral,False,False,False,,['frigibax']
arctibax,arctibax,950,50.0,25,gray,frigibax,False,9,slow,,,50.0,50.0,False,40.0,dragon,mineral,False,False,False,,['arctibax']
baxcalibur,baxcalibur,951,50.0,10,gray,arctibax,False,9,slow,,,50.0,50.0,False,40.0,dragon,mineral,False,False,False,,['baxcalibur']
gimmighoul,gimmighoul,976,50.0,45,brown,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,"['gimmighoul', 'gimmighoul-roaming']"
gholdengo,gholdengo,977,50.0,45,yellow,gimmighoul,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['gholdengo']
wo-chien,wo-chien,996,0.0,6,brown,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['wo-chien']
chien-pao,chien-pao,995,0.0,6,white,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['chien-pao']
ting-lu,ting-lu,994,0.0,6,brown,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['ting-lu']
chi-yu,chi-yu,997,0.0,6,red,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['chi-yu']
roaring-moon,roaring-moon,985,0.0,10,green,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['roaring-moon']
iron-valiant,iron-valiant,993,0.0,10,white,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['iron-valiant']
koraidon,koraidon,998,0.0,3,red,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,True,False,,"['koraidon', 'koraidon-limited-build', 'koraidon-sprinting-build', 'koraidon-swimming-build', 'koraidon-gliding-build']"
miraidon,miraidon,999,0.0,3,blue,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,True,False,,"['miraidon', 'miraidon-low-power-mode', 'miraidon-drive-mode', 'miraidon-aquatic-mode', 'miraidon-glide-mode']"
walking-wake,walking-wake,1011,0.0,5,blue,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['walking-wake']
iron-leaves,iron-leaves,1012,0.0,5,green,,False,9,slow,,,0.0,0.0,False,50.0,no-eggs,,False,False,False,,['iron-leaves']
